z,symbol,charge,electron_count,configuration
90,Th,8,82,[Hg] 6p2
90,Th,9,81,[Hg] 6p1
90,Th,10,80,[Xe] 4f14 5d10 6s2
90,Th,11,79,[Xe] 4f14 5d10 6s1
90,Th,12,78,[Xe] 4f14 5d10
90,Th,13,77,[Xe] 4f14 5d9
90,Th,14,76,[Xe] 4f14 5d8
90,Th,15,75,[Xe] 4f14 5d7
90,Th,16,74,[Xe] 4f14 5d6
90,Th,17,73,[Xe] 4f14 5d5
90,Th,18,72,[Xe] 4f14 5d4
90,Th,19,71,[Xe] 4f14 5d3
90,Th,20,70,[Xe] 4f14 5d2
90,Th,21,69,[Xe] 4f14 5d1
90,Th,22,68,[Xe] 4f14
90,Th,23,67,[Cd] 4f14 5p5
90,Th,24,66,[Cd] 4f14 5p4
90,Th,25,65,[Cd] 4f14 5p3
90,Th,26,64,[Cd] 4f14 5p2
90,Th,27,63,[Cd] 4f14 5p1
90,Th,28,62,[Cd] 4f14
90,Th,29,61,[Kr] 4d10 4f14 5s1
90,Th,30,60,[Kr] 4d10 4f14
90,Th,31,59,[Kr] 4d10 4f13
90,Th,32,58,[Kr] 4d10 4f12
90,Th,33,57,[Kr] 4d10 4f11
90,Th,34,56,[Kr] 4d10 4f10
90,Th,35,55,[Kr] 4d10 4f9
90,Th,36,54,[Kr] 4d10 4f8
90,Th,37,53,[Kr] 4d10 4f7
90,Th,38,52,[Kr] 4d10 4f6
90,Th,39,51,[Kr] 4d10 4f5
90,Th,40,50,[Kr] 4d10 4f4
90,Th,41,49,[Kr] 4d10 4f3
90,Th,42,48,[Kr] 4d10 4f2
90,Th,43,47,[Kr] 4d10 4f1
90,Th,44,46,[Kr] 4d10
90,Th,45,45,[Kr] 4d9
90,Th,46,44,[Kr] 4d8
90,Th,47,43,[Kr] 4d7
90,Th,48,42,[Kr] 4d6
90,Th,49,41,[Kr] 4d5
90,Th,50,40,[Kr] 4d4
90,Th,51,39,[Kr] 4d3
90,Th,52,38,[Kr] 4d2
90,Th,53,37,[Kr] 4d1
90,Th,54,36,[Ar] 3d10 4s2 4p6
90,Th,55,35,[Ar] 3d10 4s2 4p5
90,Th,56,34,[Ar] 3d10 4s2 4p4
90,Th,57,33,[Ar] 3d10 4s2 4p3
90,Th,58,32,[Ar] 3d10 4s2 4p2
90,Th,59,31,[Ar] 3d10 4s2 4p1
90,Th,60,30,[Ar] 3d10 4s2
90,Th,61,29,[Ar] 3d10 4s1
90,Th,62,28,[Ar] 3d10
90,Th,63,27,[Ar] 3d9
90,Th,64,26,[Ar] 3d8
90,Th,65,25,[Ar] 3d7
90,Th,66,24,[Ar] 3d6
90,Th,67,23,[Ar] 3d5
90,Th,68,22,[Ar] 3d4
90,Th,69,21,[Ar] 3d3
90,Th,70,20,[Ar] 3d2
90,Th,71,19,[Ar] 3d1
90,Th,72,18,[Ne] 3s2 3p6
90,Th,73,17,[Ne] 3s2 3p5
90,Th,74,16,[Ne] 3s2 3p4
90,Th,75,15,[Ne] 3s2 3p3
90,Th,76,14,[Ne] 3s2 3p2
90,Th,77,13,[Ne] 3s2 3p1
90,Th,78,12,[Ne] 3s2
90,Th,79,11,[Ne] 3s1
90,Th,80,10,1s2 2s2 2p6
90,Th,81,9,1s2 2s2 2p5
90,Th,82,8,1s2 2s2 2p4
90,Th,83,7,1s2 2s2 2p3
90,Th,84,6,1s2 2s2 2p2
90,Th,85,5,1s2 2s2 2p1
90,Th,86,4,1s2 2s2
90,Th,87,3,1s2 2s1
90,Th,88,2,1s2
90,Th,89,1,1s1
91,Pa,0,91,[Rn] 5f2 6d1 7s2
91,Pa,1,90,[Rn] 5f2 7s2
91,Pa,2,89,[Rn] 5f2 6d1
91,Pa,3,88,[Rn] 5f2
91,Pa,4,87,[Rn] 5f1
91,Pa,5,86,[Hg] 6p6
91,Pa,6,85,[Hg] 6p5
91,Pa,7,84,[Hg] 6p4
91,Pa,8,83,[Hg] 6p3
91,Pa,9,82,[Hg] 6p2
91,Pa,10,81,[Hg] 6p1
91,Pa,11,80,[Xe] 4f14 5d10 6s2
91,Pa,12,79,[Xe] 4f14 5d10 6s1
91,Pa,13,78,[Xe] 4f14 5d10
91,Pa,14,77,[Xe] 4f14 5d9
91,Pa,15,76,[Xe] 4f14 5d8
91,Pa,16,75,[Xe] 4f14 5d7
91,Pa,17,74,[Xe] 4f14 5d6
91,Pa,18,73,[Xe] 4f14 5d5
91,Pa,19,72,[Xe] 4f14 5d4
91,Pa,20,71,[Xe] 4f14 5d3
91,Pa,21,70,[Xe] 4f14 5d2
91,Pa,22,69,[Xe] 4f14 5d1
91,Pa,23,68,[Xe] 4f14
91,Pa,24,67,[Cd] 4f14 5p5
91,Pa,25,66,[Cd] 4f14 5p4
91,Pa,26,65,[Cd] 4f14 5p3
91,Pa,27,64,[Cd] 4f14 5p2
91,Pa,28,63,[Cd] 4f14 5p1
91,Pa,29,62,[Cd] 4f14
91,Pa,30,61,[Kr] 4d10 4f14 5s1
91,Pa,31,60,[Kr] 4d10 4f14
91,Pa,32,59,[Kr] 4d10 4f13
91,Pa,33,58,[Kr] 4d10 4f12
91,Pa,34,57,[Kr] 4d10 4f11
91,Pa,35,56,[Kr] 4d10 4f10
91,Pa,36,55,[Kr] 4d10 4f9
91,Pa,37,54,[Kr] 4d10 4f8
91,Pa,38,53,[Kr] 4d10 4f7
91,Pa,39,52,[Kr] 4d10 4f6
91,Pa,40,51,[Kr] 4d10 4f5
91,Pa,41,50,[Kr] 4d10 4f4
91,Pa,42,49,[Kr] 4d10 4f3
91,Pa,43,48,[Kr] 4d10 4f2
91,Pa,44,47,[Kr] 4d10 4f1
91,Pa,45,46,[Kr] 4d10
91,Pa,46,45,[Kr] 4d9
91,Pa,47,44,[Kr] 4d8
91,Pa,48,43,[Kr] 4d7
91,Pa,49,42,[Kr] 4d6
91,Pa,50,41,[Kr] 4d5
91,Pa,51,40,[Kr] 4d4
91,Pa,52,39,[Kr] 4d3
91,Pa,53,38,[Kr] 4d2
91,Pa,54,37,[Kr] 4d1
91,Pa,55,36,[Ar] 3d10 4s2 4p6
91,Pa,56,35,[Ar] 3d10 4s2 4p5
91,Pa,57,34,[Ar] 3d10 4s2 4p4
91,Pa,58,33,[Ar] 3d10 4s2 4p3
91,Pa,59,32,[Ar] 3d10 4s2 4p2
91,Pa,60,31,[Ar] 3d10 4s2 4p1
91,Pa,61,30,[Ar] 3d10 4s2
91,Pa,62,29,[Ar] 3d10 4s1
91,Pa,63,28,[Ar] 3d10
91,Pa,64,27,[Ar] 3d9
91,Pa,65,26,[Ar] 3d8
91,Pa,66,25,[Ar] 3d7
91,Pa,67,24,[Ar] 3d6
91,Pa,68,23,[Ar] 3d5
91,Pa,69,22,[Ar] 3d4
91,Pa,70,21,[Ar] 3d3
91,Pa,71,20,[Ar] 3d2
91,Pa,72,19,[Ar] 3d1
91,Pa,73,18,[Ne] 3s2 3p6
91,Pa,74,17,[Ne] 3s2 3p5
91,Pa,75,16,[Ne] 3s2 3p4
91,Pa,76,15,[Ne] 3s2 3p3
91,Pa,77,14,[Ne] 3s2 3p2
91,Pa,78,13,[Ne] 3s2 3p1
91,Pa,79,12,[Ne] 3s2
91,Pa,80,11,[Ne] 3s1
91,Pa,81,10,1s2 2s2 2p6
91,Pa,82,9,1s2 2s2 2p5
91,Pa,83,8,1s2 2s2 2p4
91,Pa,84,7,1s2 2s2 2p3
91,Pa,85,6,1s2 2s2 2p2
91,Pa,86,5,1s2 2s2 2p1
91,Pa,87,4,1s2 2s2
91,Pa,88,3,1s2 2s1
91,Pa,89,2,1s2
91,Pa,90,1,1s1
92,U,0,92,[Rn] 5f3 6d1 7s2
92,U,1,91,[Rn] 5f3 7s2
92,U,2,90,[Rn] 5f4
92,U,3,89,[Rn] 5f3
92,U,4,88,[Rn] 5f2
92,U,5,87,[Rn] 5f1
92,U,6,86,[Hg] 6p6
92,U,7,85,[Hg] 6p5
92,U,8,84,[Hg] 6p4
92,U,9,83,[Hg] 6p3
92,U,10,82,[Hg] 6p2
92,U,11,81,[Hg] 6p1
92,U,12,80,[Xe] 4f14 5d10 6s2
92,U,13,79,[Xe] 4f14 5d10 6s1
92,U,14,78,[Xe] 4f14 5d10
92,U,15,77,[Xe] 4f14 5d9
92,U,16,76,[Xe] 4f14 5d8
92,U,17,75,[Xe] 4f14 5d7
92,U,18,74,[Xe] 4f14 5d6
92,U,19,73,[Xe] 4f14 5d5
92,U,20,72,[Xe] 4f14 5d4
92,U,21,71,[Xe] 4f14 5d3
92,U,22,70,[Xe] 4f14 5d2
92,U,23,69,[Xe] 4f14 5d1
92,U,24,68,[Xe] 4f14
92,U,25,67,[Cd] 4f14 5p5
92,U,26,66,[Cd] 4f14 5p4
92,U,27,65,[Cd] 4f14 5p3
92,U,28,64,[Cd] 4f14 5p2
92,U,29,63,[Cd] 4f14 5p1
92,U,30,62,[Cd] 4f14
92,U,31,61,[Kr] 4d10 4f14 5s1
92,U,32,60,[Kr] 4d10 4f14
92,U,33,59,[Kr] 4d10 4f13
92,U,34,58,[Kr] 4d10 4f12
92,U,35,57,[Kr] 4d10 4f11
92,U,36,56,[Kr] 4d10 4f10
92,U,37,55,[Kr] 4d10 4f9
92,U,38,54,[Kr] 4d10 4f8
92,U,39,53,[Kr] 4d10 4f7
92,U,40,52,[Kr] 4d10 4f6
92,U,41,51,[Kr] 4d10 4f5
92,U,42,50,[Kr] 4d10 4f4
92,U,43,49,[Kr] 4d10 4f3
92,U,44,48,[Kr] 4d10 4f2
92,U,45,47,[Kr] 4d10 4f1
92,U,46,46,[Kr] 4d10
92,U,47,45,[Kr] 4d9
92,U,48,44,[Kr] 4d8
92,U,49,43,[Kr] 4d7
92,U,50,42,[Kr] 4d6
92,U,51,41,[Kr] 4d5
92,U,52,40,[Kr] 4d4
92,U,53,39,[Kr] 4d3
92,U,54,38,[Kr] 4d2
92,U,55,37,[Kr] 4d1
92,U,56,36,[Ar] 3d10 4s2 4p6
92,U,57,35,[Ar] 3d10 4s2 4p5
92,U,58,34,[Ar] 3d10 4s2 4p4
92,U,59,33,[Ar] 3d10 4s2 4p3
92,U,60,32,[Ar] 3d10 4s2 4p2
92,U,61,31,[Ar] 3d10 4s2 4p1
92,U,62,30,[Ar] 3d10 4s2
92,U,63,29,[Ar] 3d10 4s1
92,U,64,28,[Ar] 3d10
92,U,65,27,[Ar] 3d9
92,U,66,26,[Ar] 3d8
92,U,67,25,[Ar] 3d7
92,U,68,24,[Ar] 3d6
92,U,69,23,[Ar] 3d5
92,U,70,22,[Ar] 3d4
92,U,71,21,[Ar] 3d3
92,U,72,20,[Ar] 3d2
92,U,73,19,[Ar] 3d1
92,U,74,18,[Ne] 3s2 3p6
92,U,75,17,[Ne] 3s2 3p5
92,U,76,16,[Ne] 3s2 3p4
92,U,77,15,[Ne] 3s2 3p3
92,U,78,14,[Ne] 3s2 3p2
92,U,79,13,[Ne] 3s2 3p1
92,U,80,12,[Ne] 3s2
92,U,81,11,[Ne] 3s1
92,U,82,10,1s2 2s2 2p6
92,U,83,9,1s2 2s2 2p5
92,U,84,8,1s2 2s2 2p4
92,U,85,7,1s2 2s2 2p3
92,U,86,6,1s2 2s2 2p2
92,U,87,5,1s2 2s2 2p1
92,U,88,4,1s2 2s2
92,U,89,3,1s2 2s1
92,U,90,2,1s2
92,U,91,1,1s1
93,Np,0,93,[Rn] 5f4 6d1 7s2
93,Np,1,92,[Rn] 5f4 6d1 7s1
93,Np,2,91,[Rn] 5f5
93,Np,3,90,[Rn] 5f4
93,Np,4,89,[Rn] 5f3
93,Np,5,88,[Rn] 5f2
93,Np,6,87,[Rn] 5f1
93,Np,7,86,[Hg] 5f1 6p5
93,Np,8,85,[Hg] 5f1 6p4
93,Np,9,84,[Hg] 5f1 6p3
93,Np,10,83,[Hg] 5f1 6p2
93,Np,11,82,[Hg] 6p2
93,Np,12,81,[Hg] 6p1
93,Np,13,80,[Xe] 4f14 5d10 6s2
93,Np,14,79,[Xe] 4f14 5d10 6s1
93,Np,15,78,[Xe] 4f14 5d10
93,Np,16,77,[Xe] 4f14 5d9
93,Np,17,76,[Xe] 4f14 5d8
93,Np,18,75,[Xe] 4f14 5d7
93,Np,19,74,[Xe] 4f14 5d6
93,Np,20,73,[Xe] 4f14 5d5
93,Np,21,72,[Xe] 4f14 5d4
93,Np,22,71,[Xe] 4f14 5d3
93,Np,23,70,[Xe] 4f14 5d2
93,Np,24,69,[Xe] 4f14 5d1
93,Np,25,68,[Xe] 4f14
93,Np,26,67,[Cd] 4f14 5p5
93,Np,27,66,[Cd] 4f14 5p4
93,Np,28,65,[Cd] 4f14 5p3
93,Np,29,64,[Cd] 4f14 5p2
93,Np,30,63,[Cd] 4f14 5p1
93,Np,31,62,[Cd] 4f14
93,Np,32,61,[Kr] 4d10 4f14 5s1
93,Np,33,60,[Kr] 4d10 4f14
93,Np,34,59,[Kr] 4d10 4f13
93,Np,35,58,[Kr] 4d10 4f12
93,Np,36,57,[Kr] 4d10 4f11
93,Np,37,56,[Kr] 4d10 4f10
93,Np,38,55,[Kr] 4d10 4f9
93,Np,39,54,[Kr] 4d10 4f8
93,Np,40,53,[Kr] 4d10 4f7
93,Np,41,52,[Kr] 4d10 4f6
93,Np,42,51,[Kr] 4d10 4f5
93,Np,43,50,[Kr] 4d10 4f4
93,Np,44,49,[Kr] 4d10 4f3
93,Np,45,48,[Kr] 4d10 4f2
93,Np,46,47,[Kr] 4d10 4f1
93,Np,47,46,[Kr] 4d10
93,Np,48,45,[Kr] 4d9
93,Np,49,44,[Kr] 4d8
93,Np,50,43,[Kr] 4d7
93,Np,51,42,[Kr] 4d6
93,Np,52,41,[Kr] 4d5
93,Np,53,40,[Kr] 4d4
93,Np,54,39,[Kr] 4d3
93,Np,55,38,[Kr] 4d2
93,Np,56,37,[Kr] 4d1
93,Np,57,36,[Ar] 3d10 4s2 4p6
93,Np,58,35,[Ar] 3d10 4s2 4p5
93,Np,59,34,[Ar] 3d10 4s2 4p4
93,Np,60,33,[Ar] 3d10 4s2 4p3
93,Np,61,32,[Ar] 3d10 4s2 4p2
93,Np,62,31,[Ar] 3d10 4s2 4p1
93,Np,63,30,[Ar] 3d10 4s2
93,Np,64,29,[Ar] 3d10 4s1
93,Np,65,28,[Ar] 3d10
93,Np,66,27,[Ar] 3d9
93,Np,67,26,[Ar] 3d8
93,Np,68,25,[Ar] 3d7
93,Np,69,24,[Ar] 3d6
93,Np,70,23,[Ar] 3d5
93,Np,71,22,[Ar] 3d4
93,Np,72,21,[Ar] 3d3
93,Np,73,20,[Ar] 3d2
93,Np,74,19,[Ar] 3d1
93,Np,75,18,[Ne] 3s2 3p6
93,Np,76,17,[Ne] 3s2 3p5
93,Np,77,16,[Ne] 3s2 3p4
93,Np,78,15,[Ne] 3s2 3p3
93,Np,79,14,[Ne] 3s2 3p2
93,Np,80,13,[Ne] 3s2 3p1
93,Np,81,12,[Ne] 3s2
93,Np,82,11,[Ne] 3s1
93,Np,83,10,1s2 2s2 2p6
93,Np,84,9,1s2 2s2 2p5
93,Np,85,8,1s2 2s2 2p4
93,Np,86,7,1s2 2s2 2p3
93,Np,87,6,1s2 2s2 2p2
93,Np,88,5,1s2 2s2 2p1
93,Np,89,4,1s2 2s2
93,Np,90,3,1s2 2s1
93,Np,91,2,1s2
93,Np,92,1,1s1
94,Pu,0,94,[Rn] 5f6 7s2
94,Pu,1,93,[Rn] 5f6 7s1
94,Pu,2,92,[Rn] 5f6
94,Pu,3,91,[Rn] 5f5
94,Pu,4,90,[Rn] 5f4
94,Pu,5,89,[Rn] 5f3
94,Pu,6,88,[Hg] 5f3 6p5
94,Pu,7,87,[Hg] 5f3 6p4
94,Pu,8,86,[Hg] 5f3 6p3
94,Pu,9,85,[Hg] 5f3 6p2
94,Pu,10,84,[Hg] 5f2 6p2
94,Pu,11,83,[Hg] 5f1 6p2
94,Pu,12,82,[Hg] 6p2
94,Pu,13,81,[Hg] 6p1
94,Pu,14,80,[Xe] 4f14 5d10 6s2
94,Pu,15,79,[Xe] 4f14 5d10 6s1
94,Pu,16,78,[Xe] 4f14 5d10
94,Pu,17,77,[Xe] 4f14 5d9
94,Pu,18,76,[Xe] 4f14 5d8
94,Pu,19,75,[Xe] 4f14 5d7
94,Pu,20,74,[Xe] 4f14 5d6
94,Pu,21,73,[Xe] 4f14 5d5
94,Pu,22,72,[Xe] 4f14 5d4
94,Pu,23,71,[Xe] 4f14 5d3
94,Pu,24,70,[Xe] 4f14 5d2
94,Pu,25,69,[Xe] 4f14 5d1
94,Pu,26,68,[Xe] 4f14
94,Pu,27,67,[Cd] 4f14 5p5
94,Pu,28,66,[Cd] 4f14 5p4
94,Pu,29,65,[Cd] 4f14 5p3
94,Pu,30,64,[Cd] 4f14 5p2
94,Pu,31,63,[Cd] 4f14 5p1
94,Pu,32,62,[Cd] 4f14
94,Pu,33,61,[Kr] 4d10 4f14 5s1
94,Pu,34,60,[Kr] 4d10 4f14
94,Pu,35,59,[Kr] 4d10 4f13
94,Pu,36,58,[Kr] 4d10 4f12
94,Pu,37,57,[Kr] 4d10 4f11
94,Pu,38,56,[Kr] 4d10 4f10
94,Pu,39,55,[Kr] 4d10 4f9
94,Pu,40,54,[Kr] 4d10 4f8
94,Pu,41,53,[Kr] 4d10 4f7
94,Pu,42,52,[Kr] 4d10 4f6
94,Pu,43,51,[Kr] 4d10 4f5
94,Pu,44,50,[Kr] 4d10 4f4
94,Pu,45,49,[Kr] 4d10 4f3
94,Pu,46,48,[Kr] 4d10 4f2
94,Pu,47,47,[Kr] 4d10 4f1
94,Pu,48,46,[Kr] 4d10
94,Pu,49,45,[Kr] 4d9
94,Pu,50,44,[Kr] 4d8
94,Pu,51,43,[Kr] 4d7
94,Pu,52,42,[Kr] 4d6
94,Pu,53,41,[Kr] 4d5
94,Pu,54,40,[Kr] 4d4
94,Pu,55,39,[Kr] 4d3
94,Pu,56,38,[Kr] 4d2
94,Pu,57,37,[Kr] 4d1
94,Pu,58,36,[Ar] 3d10 4s2 4p6
94,Pu,59,35,[Ar] 3d10 4s2 4p5
94,Pu,60,34,[Ar] 3d10 4s2 4p4
94,Pu,61,33,[Ar] 3d10 4s2 4p3
94,Pu,62,32,[Ar] 3d10 4s2 4p2
94,Pu,63,31,[Ar] 3d10 4s2 4p1
94,Pu,64,30,[Ar] 3d10 4s2
94,Pu,65,29,[Ar] 3d10 4s1
94,Pu,66,28,[Ar] 3d10
94,Pu,67,27,[Ar] 3d9
94,Pu,68,26,[Ar] 3d8
94,Pu,69,25,[Ar] 3d7
94,Pu,70,24,[Ar] 3d6
94,Pu,71,23,[Ar] 3d5
94,Pu,72,22,[Ar] 3d4
94,Pu,73,21,[Ar] 3d3
94,Pu,74,20,[Ar] 3d2
94,Pu,75,19,[Ar] 3d1
94,Pu,76,18,[Ne] 3s2 3p6
94,Pu,77,17,[Ne] 3s2 3p5
94,Pu,78,16,[Ne] 3s2 3p4
94,Pu,79,15,[Ne] 3s2 3p3
94,Pu,80,14,[Ne] 3s2 3p2
94,Pu,81,13,[Ne] 3s2 3p1
94,Pu,82,12,[Ne] 3s2
94,Pu,83,11,[Ne] 3s1
94,Pu,84,10,1s2 2s2 2p6
94,Pu,85,9,1s2 2s2 2p5
94,Pu,86,8,1s2 2s2 2p4
94,Pu,87,7,1s2 2s2 2p3
94,Pu,88,6,1s2 2s2 2p2
94,Pu,89,5,1s2 2s2 2p1
94,Pu,90,4,1s2 2s2
94,Pu,91,3,1s2 2s1
94,Pu,92,2,1s2
94,Pu,93,1,1s1
95,Am,0,95,[Rn] 5f7 7s2
95,Am,1,94,[Rn] 5f7 7s1
95,Am,2,93,[Rn] 5f7
95,Am,3,92,[Rn] 5f6
95,Am,4,91,[Rn] 5f5
95,Am,5,90,[Rn] 5f4
95,Am,6,89,[Rn] 5f3
95,Am,7,88,[Hg] 5f3 6p5
95,Am,8,87,[Hg] 5f3 6p4
95,Am,9,86,[Hg] 5f3 6p3
95,Am,10,85,[Hg] 5f3 6p2
95,Am,11,84,[Hg] 5f2 6p2
95,Am,12,83,[Hg] 5f1 6p2
95,Am,13,82,[Hg] 6p2
95,Am,14,81,[Hg] 6p1
95,Am,15,80,[Xe] 4f14 5d10 6s2
95,Am,16,79,[Xe] 4f14 5d10 6s1
95,Am,17,78,[Xe] 4f14 5d10
95,Am,18,77,[Xe] 4f14 5d9
95,Am,19,76,[Xe] 4f14 5d8
95,Am,20,75,[Xe] 4f14 5d7
95,Am,21,74,[Xe] 4f14 5d6
95,Am,22,73,[Xe] 4f14 5d5
95,Am,23,72,[Xe] 4f14 5d4
95,Am,24,71,[Xe] 4f14 5d3
95,Am,25,70,[Xe] 4f14 5d2
95,Am,26,69,[Xe] 4f14 5d1
95,Am,27,68,[Xe] 4f14
95,Am,28,67,[Cd] 4f14 5p5
95,Am,29,66,[Cd] 4f14 5p4
95,Am,30,65,[Cd] 4f14 5p3
95,Am,31,64,[Cd] 4f14 5p2
95,Am,32,63,[Cd] 4f14 5p1
95,Am,33,62,[Cd] 4f14
95,Am,34,61,[Kr] 4d10 4f14 5s1
95,Am,35,60,[Kr] 4d10 4f14
95,Am,36,59,[Kr] 4d10 4f13
95,Am,37,58,[Kr] 4d10 4f12
95,Am,38,57,[Kr] 4d10 4f11
95,Am,39,56,[Kr] 4d10 4f10
95,Am,40,55,[Kr] 4d10 4f9
95,Am,41,54,[Kr] 4d10 4f8
95,Am,42,53,[Kr] 4d10 4f7
95,Am,43,52,[Kr] 4d10 4f6
95,Am,44,51,[Kr] 4d10 4f5
95,Am,45,50,[Kr] 4d10 4f4
95,Am,46,49,[Kr] 4d10 4f3
95,Am,47,48,[Kr] 4d10 4f2
95,Am,48,47,[Kr] 4d10 4f1
95,Am,49,46,[Kr] 4d10
95,Am,50,45,[Kr] 4d9
95,Am,51,44,[Kr] 4d8
95,Am,52,43,[Kr] 4d7
95,Am,53,42,[Kr] 4d6
95,Am,54,41,[Kr] 4d5
95,Am,55,40,[Kr] 4d4
95,Am,56,39,[Kr] 4d3
95,Am,57,38,[Kr] 4d2
95,Am,58,37,[Kr] 4d1
95,Am,59,36,[Ar] 3d10 4s2 4p6
95,Am,60,35,[Ar] 3d10 4s2 4p5
95,Am,61,34,[Ar] 3d10 4s2 4p4
95,Am,62,33,[Ar] 3d10 4s2 4p3
95,Am,63,32,[Ar] 3d10 4s2 4p2
95,Am,64,31,[Ar] 3d10 4s2 4p1
95,Am,65,30,[Ar] 3d10 4s2
95,Am,66,29,[Ar] 3d10 4s1
95,Am,67,28,[Ar] 3d10
95,Am,68,27,[Ar] 3d9
95,Am,69,26,[Ar] 3d8
95,Am,70,25,[Ar] 3d7
95,Am,71,24,[Ar] 3d6
95,Am,72,23,[Ar] 3d5
95,Am,73,22,[Ar] 3d4
95,Am,74,21,[Ar] 3d3
95,Am,75,20,[Ar] 3d2
95,Am,76,19,[Ar] 3d1
95,Am,77,18,[Ne] 3s2 3p6
95,Am,78,17,[Ne] 3s2 3p5
95,Am,79,16,[Ne] 3s2 3p4
95,Am,80,15,[Ne] 3s2 3p3
95,Am,81,14,[Ne] 3s2 3p2
95,Am,82,13,[Ne] 3s2 3p1
95,Am,83,12,[Ne] 3s2
95,Am,84,11,[Ne] 3s1
95,Am,85,10,1s2 2s2 2p6
95,Am,86,9,1s2 2s2 2p5
95,Am,87,8,1s2 2s2 2p4
95,Am,88,7,1s2 2s2 2p3
95,Am,89,6,1s2 2s2 2p2
95,Am,90,5,1s2 2s2 2p1
95,Am,91,4,1s2 2s2
95,Am,92,3,1s2 2s1
95,Am,93,2,1s2
95,Am,94,1,1s1
96,Cm,0,96,[Rn] 5f7 6d1 7s2
96,Cm,1,95,[Rn] 5f7 7s2
96,Cm,2,94,[Rn] 5f8
96,Cm,3,93,[Rn] 5f7
96,Cm,4,92,[Rn] 5f6
96,Cm,5,91,[Rn] 5f5
96,Cm,6,90,[Rn] 5f4
96,Cm,7,89,[Hg] 5f5 6p4
96,Cm,8,88,[Hg] 5f5 6p3
96,Cm,9,87,[Hg] 5f5 6p2
96,Cm,10,86,[Hg] 5f4 6p2
96,Cm,11,85,[Hg] 5f3 6p2
96,Cm,12,84,[Hg] 5f2 6p2
96,Cm,13,83,[Hg] 5f1 6p2
96,Cm,14,82,[Hg] 5f1 6p1
96,Cm,15,81,[Hg] 5f1
96,Cm,16,80,[Xe] 4f14 5d10 6s2
96,Cm,17,79,[Xe] 4f14 5d10 6s1
96,Cm,18,78,[Xe] 4f14 5d10
96,Cm,19,77,[Xe] 4f14 5d9
96,Cm,20,76,[Xe] 4f14 5d8
96,Cm,21,75,[Xe] 4f14 5d7
96,Cm,22,74,[Xe] 4f14 5d6
96,Cm,23,73,[Xe] 4f14 5d5
96,Cm,24,72,[Xe] 4f14 5d4
96,Cm,25,71,[Xe] 4f14 5d3
96,Cm,26,70,[Xe] 4f14 5d2
96,Cm,27,69,[Xe] 4f14 5d1
96,Cm,28,68,[Xe] 4f14
96,Cm,29,67,[Cd] 4f14 5p5
96,Cm,30,66,[Cd] 4f14 5p4
96,Cm,31,65,[Cd] 4f14 5p3
96,Cm,32,64,[Cd] 4f14 5p2
96,Cm,33,63,[Cd] 4f14 5p1
96,Cm,34,62,[Cd] 4f14
96,Cm,35,61,[Kr] 4d10 4f14 5s1
96,Cm,36,60,[Kr] 4d10 4f14
96,Cm,37,59,[Kr] 4d10 4f13
96,Cm,38,58,[Kr] 4d10 4f12
96,Cm,39,57,[Kr] 4d10 4f11
96,Cm,40,56,[Kr] 4d10 4f10
96,Cm,41,55,[Kr] 4d10 4f9
96,Cm,42,54,[Kr] 4d10 4f8
96,Cm,43,53,[Kr] 4d10 4f7
96,Cm,44,52,[Kr] 4d10 4f6
96,Cm,45,51,[Kr] 4d10 4f5
96,Cm,46,50,[Kr] 4d10 4f4
96,Cm,47,49,[Kr] 4d10 4f3
96,Cm,48,48,[Kr] 4d10 4f2
96,Cm,49,47,[Kr] 4d10 4f1
96,Cm,50,46,[Kr] 4d10
96,Cm,51,45,[Kr] 4d9
96,Cm,52,44,[Kr] 4d8
96,Cm,53,43,[Kr] 4d7
96,Cm,54,42,[Kr] 4d6
96,Cm,55,41,[Kr] 4d5
96,Cm,56,40,[Kr] 4d4
96,Cm,57,39,[Kr] 4d3
96,Cm,58,38,[Kr] 4d2
96,Cm,59,37,[Kr] 4d1
96,Cm,60,36,[Ar] 3d10 4s2 4p6
96,Cm,61,35,[Ar] 3d10 4s2 4p5
96,Cm,62,34,[Ar] 3d10 4s2 4p4
96,Cm,63,33,[Ar] 3d10 4s2 4p3
96,Cm,64,32,[Ar] 3d10 4s2 4p2
96,Cm,65,31,[Ar] 3d10 4s2 4p1
96,Cm,66,30,[Ar] 3d10 4s2
96,Cm,67,29,[Ar] 3d10 4s1
96,Cm,68,28,[Ar] 3d10
96,Cm,69,27,[Ar] 3d9
96,Cm,70,26,[Ar] 3d8
96,Cm,71,25,[Ar] 3d7
96,Cm,72,24,[Ar] 3d6
96,Cm,73,23,[Ar] 3d5
96,Cm,74,22,[Ar] 3d4
96,Cm,75,21,[Ar] 3d3
96,Cm,76,20,[Ar] 3d2
96,Cm,77,19,[Ar] 3d1
96,Cm,78,18,[Ne] 3s2 3p6
96,Cm,79,17,[Ne] 3s2 3p5
96,Cm,80,16,[Ne] 3s2 3p4
96,Cm,81,15,[Ne] 3s2 3p3
96,Cm,82,14,[Ne] 3s2 3p2
96,Cm,83,13,[Ne] 3s2 3p1
96,Cm,84,12,[Ne] 3s2
96,Cm,85,11,[Ne] 3s1
96,Cm,86,10,1s2 2s2 2p6
96,Cm,87,9,1s2 2s2 2p5
96,Cm,88,8,1s2 2s2 2p4
96,Cm,89,7,1s2 2s2 2p3
